username;name;sex;mail;birthdate;country;city;street;password
nandor70;Lengyel Enikő;F;zoltancsonka@yahoo.com;1967-07-24;Hungary;Mellékfalu;Nagykanizsai utca 93.;nQO9PJppJ0P8
krisztinavarga;Dr. Katona Miklós István;M;gabriella95@hotmail.com;1968-02-12;Hungary;Devecser;Váci utca 140.;0S7NtmgLr9EZ
matyastith;Dr. Kocsis Varga András;M;hajdukrisztina@yahoo.com;1988-10-04;Hungary;Szombathely;Újhídi tér 122.;Vxzqhl330tgA
hajnalkatith;Vörös Edit;F;laszli17@gmail.com;1972-06-24;Hungary;Oroszapáti;Szegedi tér 146.;u8TPqVHg1vOJ
tamaserik;Dr. Fekete A. József;M;nagydorina@yahoo.com;2000-01-13;Hungary;Székesfehérvár;Nyírháti utca 205.;5vaytqVBFDdY
judit60;Vass S. Ferenc;M;eszoke@hotmail.com;2013-08-08;Hungary;Györgyhalas;Béke utca 97.;hHlI1PfzOAs6
krisztina13;Dr. Kovács N. Mária;F;juhaszanna@yahoo.com;1932-12-06;Hungary;Nagyszékhalas;Szabadság utca 142.;SX9fPYVhh71J
erika20;Dr. Tóth Ottó Mihály;M;gkocsis@gmail.com;1914-10-23;Hungary;Keresztbánya;Hetvenvégi út 100.;187qIpzKGTR3
lakatosaniki;Kovácsné Török Rita;F;mariakerekes@gmail.com;2015-04-04;Hungary;Háza;Mosonmagyaróvári utca 101.;9zXYRmQ0Vxsq
erzsebetjuhasz;Sárközi Gábor;M;jazmin36@gmail.com;1912-06-29;Hungary;Szigetszentmiklós;Pécsi tér 205.;99HKXGvbG9ZC
erzsebet96;Farkas Varga József;M;csabavarga@yahoo.com;1930-04-12;Hungary;Székesfehérvár;József attila utca 81.;oAeAEV5g9WkN
titheszter;Dr. Balogh Tamás Gábor;M;fnemeth@gmail.com;1956-07-07;Hungary;Budapest;Dunakeszii utca 162.;0tElZZQ4xs76
gszilagyi;Takács Erzsébet;F;biriedit@gmail.com;1963-05-02;Hungary;Bácshátfalva;Ligetvégi utca 100.;dd82jP4sOSZe
szilvia16;Dr. Nagyné Kovács Rita;F;kistamas@gmail.com;1951-07-17;Hungary;Érd;Petőfi utca 112.;guLgsvpIU1gW
arpadgulyas;Dr. Nagy Fodor István;M;deakviktiria@yahoo.com;1929-10-21;Hungary;Nyírtótvárad;Hetvenvárosi tér 134.;creOj3BnfiM0
raczimre;Dr. Horváth Balog György;M;norbertvarga@yahoo.com;1912-09-23;Hungary;Miskolc;Petőfi sándor utca 54.;qXO6sYcSb1b2
hfarkas;Dr. Oláh T. Ferenc;M;gergokozma@hotmail.com;1953-01-02;Hungary;Vác;Ózdi utca 160.;6YKYmhOoKKMF
danielvarga;Horváth Tóth Viktória;F;zsolt59@hotmail.com;2019-04-22;Hungary;Mindszentfalu;Bajai utca 158.;BkOWpWdx0h6p
gabor12;Szabóné Dr. Biró Margit;F;attilatith@yahoo.com;1962-05-15;Hungary;Mellékdevecser;Keresztvárosi út 236.;DC6jqlmk4HMH
terez27;Farkas Krisztián Gábor;M;irenfulop@gmail.com;1928-08-12;Hungary;Budapest;Petőfi utca 115.;Jk1sCvAq5MJy
mlakatos;Balogh Mihály;M;zsoltszabi@yahoo.com;1975-05-31;Hungary;Tamásihalas;Töröktamásii utca 142.;UsFjRrKqY3AA
kisstibor;Jónás Horváth Anna;F;eszter55@yahoo.com;1926-09-07;Hungary;Dunaújváros;Nagykanizsai utca 87.;CYEtHJMr6IFt
hnemeth;Dr. B. Fülöp Ferenc;M;kszilagyi@yahoo.com;1996-03-03;Hungary;Mindszentkövesd;Mellékvárai utca 137.;hDKbEmyM17CW
pfulop;Dr. Nagy Gáborné;F;andrea01@gmail.com;1949-03-20;Hungary;Vár;Dózsa györgy utca 144.;65pi7TEyRgIM
fkis;Lukács Ádám Bence;M;hajduadam@hotmail.com;1931-11-24;Hungary;Magyartótapáti;Németligeti utca 176.;74i9vmci2qUU
kerekesistvan;Horváth T. Márk;M;ferenc79@gmail.com;1933-05-29;Hungary;Budapest;Drávatóti tér 214.;uITQFUXj8B4P
uilles;J. Tóth János;M;farkaskatalin@yahoo.com;1958-02-21;Hungary;Bácshídvárad;Lajostóti tér 91.;S9VT9yuojtII
annakatona;Dr. Németh Imrené;F;gyulajakab@hotmail.com;1966-05-09;Hungary;Kismellékdevecser;Tatabányai utca 213.;Z3R6ZXZg8tIB
tithminika;Vörös Tivadarné Kovács Mária;F;fkerekes@hotmail.com;1964-03-09;Hungary;Tótkőrös;Tamásikőrösi utca 55.;s0L0CbznZYs5
hhajdu;Boros M. Zoltán;M;zsolt68@yahoo.com;1981-09-08;Hungary;Hetvenvég;Hódmezővásárhelyi utca 160.;LMQGAwwdX6R3
evatorok;Papp S. Ákos;M;khorvath@yahoo.com;2010-05-04;Hungary;Eger;József attila utca 145.;JNrTnhS1iuf8
adam13;Hajdu Marcell;M;virag79@gmail.com;1947-10-30;Hungary;Dunaújváros;József attila tér 141.;07Zl9DiLJv0s
obalint;Fekete András Sándor;M;kisserika@gmail.com;1986-01-25;Hungary;Tapolcafa;Mártonhalasi utca 50.;O7OKyBu6DcBJ
ivan04;Molnár Ágnes;F;meszarossandor@yahoo.com;1991-10-14;Hungary;Ligetapáti;Belsőmelléki utca 109.;cVbVi6pC20rr
vivienhorvath;Dr. K. Biró György;M;szilagyiklara@gmail.com;1975-04-17;Hungary;Mellékváros;Debreceni utca 14.;jAkSLp1J8SNC
zsuzsanna08;Dr. Varga B. Lajos;M;nemethklara@hotmail.com;1972-06-05;Hungary;Somogymártonvég;Petőfi sándor utca 85.;unDkKolu5vjB
dudaskrisztian;Kiss I. Tibor;M;palhorvath@hotmail.com;2007-11-10;Hungary;Dunatapolcanádasd;József attila utca 22.;xkmYsYagsA4i
ahorvath;Hegedűs Zsigmondné Király Zsuzsanna;F;kisscsilla@hotmail.com;2001-02-23;Hungary;Salgótarján;Dunakeszii utca 128.;2Cjagh3mCYXd
norbertszabi;Dr. G. Hajdu Ákos;M;iren51@yahoo.com;1952-07-23;Hungary;Hajdúmindszentfa;Ózdi utca 85.;fQl4Wt4l7qRm
barnabasmolnar;Dr. Molnár Nagy József;M;szabitamas@gmail.com;2022-08-24;Hungary;Fürdőhida;Kossuth tér 102.;99AM6tqGEFrA
zsolt77;Horváth Dávid Ferenc;M;faragijazmin@yahoo.com;1998-11-18;Hungary;Zalaegerszeg;Nyékhetveni utca 145.;u2FYPg8hTGZG
gveres;P. Pál Béla;M;ulengyel@gmail.com;2005-03-20;Hungary;Pusztakeresztharaszti;Ady endre út 77.;QSlH7G7wJvq0
arpad65;Prof. Dr. J. Nagy Tamás;M;xpasztor@yahoo.com;1929-06-13;Hungary;Hódmezővásárhely;Hetvenházai utca 39.;5aphl8eaZlF3
roland02;Szilágyiné Dr. Rácz Dorina;F;gyorgy95@gmail.com;1934-08-20;Hungary;Kecskemét;Kossuth utca 9.;3sLSOid99Sjz
lengyelzoltan;Dr. Mészáros Lászlóné Király Rozália;F;molnarmark@hotmail.com;1927-02-04;Hungary;Pécs;Mellékharasztii utca 186.;Puhvkb1iJ3Yn
dilles;Németh Farkas Irén;F;erzsebet10@gmail.com;2024-10-14;Hungary;Ligethida;Nyéktóti út 160.;4U7hAdewCLH5
gyorgy84;Kiss Mezei Hajnalka;F;mbalazs@yahoo.com;1915-06-10;Hungary;Györgyvég;Szegedi utca 76.;8M7HlJ9U0Pyj
pappjizsef;Dr. Deák Ibolya Boglárka;F;utith@gmail.com;1957-03-23;Hungary;Eger;Melléknádasdi utca 10.;AtKhCuVk6mR5
oszekely;Dr. Pálné Soós Ilona;F;niramolnar@hotmail.com;1915-03-15;Hungary;Mosonmagyaróvár;Szabadság utca 41.;zW7DxJSXrX7s
ikiss;B. Molnár Ágnes;F;erzsebetfeher@yahoo.com;1978-06-04;Hungary;Nyékkeresztberény;Arany jános utca 228.;12aXagZUOtU4
hajduviktor;Varga Mária Andrea;F;annatorok@hotmail.com;1923-09-16;Hungary;Baja;Szegedi utca 30.;OLYyg24yqcP8
horvathferenc;Dr. Horváth Irén Zsanett;F;bernadett69@gmail.com;1988-05-04;Hungary;Hídfalu;Nyíregyházai tér 133.;NAqI1gJp4eGQ
bkozma;Dr. Fehérné Faragó Judit;F;tpapp@yahoo.com;2013-11-18;Hungary;Dunaligetfa;Pilisszéki utca 215.;A3GcnvV6ngGs
thalasz;Kozma Máténé Kiss Orsolya;F;hbudai@hotmail.com;1914-07-26;Hungary;Németmindszentvég;Nyírligeti tér 25.;9ZS6KMgEA3QI
katalin89;A. Biró Magdolna;F;peterhajdu@yahoo.com;1938-12-07;Hungary;Ligetvárad;Ceglédi utca 217.;w26GiPjQVWB2
mariaballa;Kocsis Ferenc;M;vincesois@gmail.com;2000-05-18;Hungary;Nyírmártonfa;Dunakeszii utca 164.;0NeoFblimOhi
ferenc77;Dr. Hegedűs Vivien;F;kisjizsef@hotmail.com;1946-12-17;Hungary;Háthida;Nyékfürdői utca 187.;XD3WrjS70mkn
bbalog;Lakatos I. Katalin;F;erzsebettakacs@hotmail.com;1968-01-08;Hungary;Hídvég;Petőfi sándor utca 45.;oXPMijYb6c8F
zsolt46;Horváth Attila Zoltán;M;tamas03@yahoo.com;1918-08-23;Hungary;Tamásihida;Kossuth utca 12.;9PAXjwUihylJ
hajnalka00;Horváth Katalin;F;vinczepeter@hotmail.com;1956-12-05;Hungary;Mártondevecser;Hetvenhalasi utca 172.;Jdebidww2swP
isimon;Nagyné Antal Szilvia;F;xhorvath@hotmail.com;1977-07-02;Hungary;Berény;Tamásivárai út 85.;NraiVn428CCi
sandor18;Farkas Katalin;F;lukacsbalint@hotmail.com;1965-01-25;Hungary;Salgótarján;Tótnádasdi utca 50.;e4Y5aSGV8DgE
vorosribert;J. Fehér Géza;M;erika56@yahoo.com;1984-01-11;Hungary;Hódmezővásárhely;Dózsa györgy utca 38.;0DhCTd7r5xe8
borosgabor;Németh É. Ildikó;F;bkovacs@gmail.com;1953-03-02;Hungary;Tamásidevecser;Ady endre utca 238.;hMEw8WEik644
simonanna;Dr. Juhász Kovács Erzsébet;F;viragjulia@hotmail.com;1975-09-24;Hungary;Zalaegerszeg;Dózsa györgy utca 29.;jB7E4ZfCndd5
szabiimre;Takács Sárközi Patrik;M;szabijizsef@yahoo.com;1925-02-11;Hungary;Kistapolcaháza;Várai utca 250.;xxNOJfeJ9DsU
pfeher;Dr. Farkas N. Bence;M;chajdu@yahoo.com;1951-07-22;Hungary;Nagyligetapáti;Györgybányai tér 7.;3UrQOMNp5UPU
balintnemeth;Dr. Sipos Sárközi Edit;F;afarkas@yahoo.com;2021-10-11;Hungary;Székháza;Arany jános utca 206.;dacYBaq81MNC
molnarmaria;Dr. Szabó Dániel;M;jkocsis@hotmail.com;1984-05-15;Hungary;Mindszentfa;Szolnoki út 9.;GlDgSgRhO3ZC
katalin82;Dr. Tóth Andrásné;F;rebeka82@hotmail.com;2003-08-03;Hungary;Borsodtapolcakőrös;Ligetkövesdi utca 2.;1tiXPdQQS66z
wbalogh;Némethné Budai Ágnes;F;varadimate@hotmail.com;2000-07-05;Hungary;Kecskemét;Szigetszentmiklósi utca 207.;q29SfMHJFdWo
zsifiafazekas;Tóthné Varga Bernadett;F;xantal@gmail.com;1949-07-05;Hungary;Háthida;Hetvenfalvai utca 225.;0PzhPqg9pMXX
ildiki84;Balogh István Tamás;M;peterbalazs@yahoo.com;1927-08-31;Hungary;Hajdúfürdőkövesd;Egyházashídi utca 240.;00x3EzDI0MfK
asipos;Nagy József Attila;M;yhorvath@hotmail.com;2008-09-22;Hungary;Vác;Szolnoki út 178.;Dt9Vf5tq6EVd
gaborpataki;Nagy Patrikné Kovács Bettina;F;norbert09@hotmail.com;1990-04-15;Hungary;Cegléd;Balatonfürdői utca 165.;6kaLRktwwhar
boglarkahajdu;I. Pataki Zoltán;M;edit98@gmail.com;1986-10-16;Hungary;Ráctamásifa;Dunai utca 131.;6BGReBCuL4G1
juditfulop;Dr. Kiss Á. Dávid;M;onemeth@hotmail.com;1934-08-21;Hungary;Kaposvár;Piliskereszti utca 121.;3xkZJYaXVQ8A
fazekastamas;J. László István;M;molnarmaria@yahoo.com;1953-01-30;Hungary;Mindszentkövesd;Béke utca 178.;DM9QkSjo37V7
psimon;Tóth J. László;M;nagyjanos@yahoo.com;1977-06-18;Hungary;Keresztváros;Ady endre utca 175.;9Krgme7bZBjQ
marta41;Dr. Tóth F. József;M;anikivarga@gmail.com;1999-06-02;Hungary;Salgótarján;Drávai tér 172.;kReSSCwaY6AP
jorosz;Kelemen László Márton;M;mariabognar@yahoo.com;1939-11-24;Hungary;Bakonytapolcavára;Fürdőnémetii utca 149.;Yo7LekwJs7iA
endrevarga;Horváth Szabó Gábor;M;kovacssandor@yahoo.com;1956-09-16;Hungary;Mindszentváros;Magyarmártoni utca 1.;1kPRW7DhGewz
benjaminilles;Molnár Andrásné Barta Melinda;F;belafeher@gmail.com;2016-01-24;Hungary;Mosonmagyaróvár;Fürdővárosi út 105.;vVJ7Ib8b1Gjz
ilonatith;Szabó István;M;oliverkis@hotmail.com;1964-05-03;Hungary;Lajosbánya;Mátratóti utca 147.;2Rw9Z2vUZe9v
mariannapapp;Hegedűs Sándor;M;nagyistvan@hotmail.com;1993-03-24;Hungary;Tatabánya;Ligetkőrösi utca 196.;BYBBbjqA8GMY
tamasgulyas;Dr. Nagy Anna;F;mariann10@yahoo.com;1931-09-20;Hungary;Eger;Hajdúgyörgyi utca 44.;0XZxlPzo1i8h
balogcsaba;Nagy Tamás;M;adrian36@hotmail.com;1917-07-16;Hungary;Győr;Nagygyörgyi utca 104.;0zta0lmQvtS6
galrebeka;Farkasné Dr. Szabó Csilla Marianna;F;feketeistvan@hotmail.com;1989-08-06;Hungary;Tapolcabánya;Tiszamártoni utca 177.;7utelEaBbahA
iren40;Prof. Dr. Molnár E. Mariann;F;zsuzsannalengyel@hotmail.com;1913-02-23;Hungary;Szerbmelléknádasd;Nyírfürdői utca 35.;5B4p7XOzrXNk
balint10;Dr. Orsós Nagy Béla;M;juhaszagnes@gmail.com;1939-09-13;Hungary;Hátapáti;Belsőtóti utca 171.;9LSjLcPm64Mq
bernadettfarkas;Dr. Kovács László;M;viktiriakovacs@hotmail.com;1990-07-14;Hungary;Várad;Arany jános utca 154.;EawLhnjiB013
zsanettmate;Szőke József Csaba;M;ibolya66@yahoo.com;1910-09-27;Hungary;Kereszthida;Tótberényi utca 5.;YvMZEoWN5med
sandorgaspar;Dr. Szilágyi György Tibor;M;miklis69@hotmail.com;1920-08-24;Hungary;Nagyvára;Szolnoki tér 1.;WIVl9T4e8DBJ
patrik54;Dr. Kovácsné Szűcs Anikó;F;akiss@hotmail.com;1977-05-12;Hungary;Nyírtótvára;Nyékgyörgyi utca 194.;xB88OQpb93Fk
sarkozidaniel;Takács Imre;M;julianna38@gmail.com;2017-03-21;Hungary;Hátvár;Fürdőfalui utca 176.;s70HKkcmCNxq
tundenemeth;Horváthné Farkas Katalin;F;lmolnar@hotmail.com;1931-11-06;Hungary;Magyarmindszentváros;Ceglédi utca 230.;4SjexcpERmC9
gyulaszoke;Tóth Dávidné Budai Erika;F;kszoke@gmail.com;1969-01-06;Hungary;Fürdőfalva;Béke út 168.;0cocQBitWDIC
laszli92;Dr. A. Tóth Bertalan;M;magdolna96@gmail.com;1985-10-16;Hungary;Szentszékkövesd;Petőfi sándor utca 243.;43JKOoerX1P4
rizatith;Dr. Horváth Z. Márta;F;annaszabi@hotmail.com;1981-01-30;Hungary;Dunakeszi;Dózsa györgy utca 108.;27Aistrh3kGv
orsolyakovacs;Dr. Kiss Tamás János;M;sara19@gmail.com;2020-02-27;Hungary;Ligetváros;Oroszmindszenti út 220.;RqzAMfMf848P
nvaradi;Balogh Mátyás;M;dira60@yahoo.com;1933-11-23;Hungary;Tapolcavég;Béke utca 144.;K6rtz6pWhwVO
judit26;Bálintné Szücs Teréz Krisztina;F;kismate@gmail.com;1976-01-24;Hungary;Nyékmellékfalu;Ózdi utca 134.;4xQx1nip41ZF
kgulyas;Török G. Imre;M;sboros@hotmail.com;2018-02-23;Hungary;Budapest;Tótbányai utca 127.;mI5lDi960rD2
csilla86;Dr. Tamás Rudolfné Sárközi Gabriella;F;janos46@yahoo.com;2008-07-10;Hungary;Szeged;Mártonhalasi utca 63.;m8mCshnl6Vwj
jolan93;Kovácsné Dr. Balogh Barbara;F;soisaniki@hotmail.com;1939-03-20;Hungary;Mezőkeresztvég;Győri utca 155.;0hzrOhaSUyiL
annanemeth;Soós Nagy Zsuzsanna;F;horvathnikolett@hotmail.com;2011-02-08;Hungary;Kaposvár;Kossuth tér 170.;94mDBJmJxEw6
nagykrisztina;Dr. S. Kovács András;M;hajnalkaszoke@yahoo.com;1931-03-30;Hungary;Kunkeresztvára;Mátratamásii utca 182.;o7cM25Fn7kZe
gaborszabi;Dr. Váradiné László Margit;F;mihaly63@hotmail.com;1976-02-01;Hungary;Szeged;Hídberényi utca 137.;6bN5NlNSsWmY
karolybognar;Jónás K. Tamás;M;lajos49@gmail.com;1975-05-05;Hungary;Debrecen;Mosonhetveni utca 23.;55RJQhpgngR6
juliaszabi;Balázs Zoltánné Barta Mária;F;zpal@gmail.com;1913-04-03;Hungary;Nyíregyháza;Keresztdevecseri utca 3.;XdzOerCed2H4
feketeerika;Dr. Török Szilárdné;F;okelemen@hotmail.com;1961-04-22;Hungary;Újtapolcanádasd;Drávatapolcai utca 187.;sNk2RtAjpYJG
farkasjulianna;Dr. É. Molnár Julianna;F;torokimre@hotmail.com;1986-08-04;Hungary;Kunfürdővárad;Petőfi sándor tér 232.;SK8aRQSg4mos
gyorgyimolnar;Dr. M. Nagy Imre;M;andraskelemen@hotmail.com;1962-05-09;Hungary;Dunatótváros;Dózsa györgy utca 112.;iz0JTYvniF3f
szilagyijizsef;Z. Simon András;M;qtakacs@gmail.com;1943-06-16;Hungary;Mártonvég;Mártonfai utca 1.;8KBz3qbjXGXS
esztervarga;Kovács Benedek;M;kelemenszilvia@gmail.com;1994-06-12;Hungary;Hajdúfalva;Kisligeti utca 6.;btw7QZh7wKYU
nagyanita;Virág Juhász László;M;katalin38@hotmail.com;2008-10-04;Hungary;Dunakeszi;Bajai utca 98.;3m2r5UcZIFSv
katalinszilagyi;Dr. Tóth István;M;cbalogh@gmail.com;1992-12-13;Hungary;Keresztnádasd;Hátvári utca 43.;7nortE1RQ0GT
kevinmolnar;Oláh Szilágyi Lili;F;csongormeszaros@yahoo.com;2013-12-30;Hungary;Mátrakereszthalas;Egeri tér 115.;3iOT5y4mH8km
magdolna58;Dr. Fazekas D. Krisztina;F;ilonaszucs@yahoo.com;1986-12-04;Hungary;Szentberény;Szegedi utca 9.;2hWuxSTNNKcu
sipostamas;Török Varga Zsanett;F;ynagy@yahoo.com;2024-04-18;Hungary;Vác;Kossuth út 181.;OI9Guibe7iWB
borbalabalogh;Dr. Fekete G. Ádám;M;julianna30@hotmail.com;1970-06-23;Hungary;Mezőhátháza;Rácgyörgyi utca 65.;FTq5dLUyD3LE
fbalogh;Tóth Nagy Mária;F;ibolyatorok@yahoo.com;1942-12-13;Hungary;Németmártonbánya;Mezőszéki út 79.;nkHEsqaNB01O
attilabalogh;Dr. Orosz Bernadett;F;oliver58@gmail.com;2014-11-27;Hungary;Pilisfalu;Kisháti utca 217.;goQJd6Wi93Kq
erzsebetvirag;Kis Attilané;F;ferenc53@gmail.com;1937-02-03;Hungary;Bakonyhídnádasd;Kaposvári utca 238.;0DfalFEUOUwj
kalman09;Lengyelné Dr. Major Erzsébet Ágnes;F;maria37@gmail.com;1949-03-16;Hungary;Cegléd;Belsőfürdői utca 91.;iddSAbRud03C
irma50;Szabó Mihályné Dudás Zsuzsanna;F;otith@gmail.com;1948-10-26;Hungary;Györgynádasd;Békésháti utca 153.;E9Om6CXw9oao
csaba21;Dr. Balázs Jánosné;F;kovacserzsebet@hotmail.com;1944-06-06;Hungary;Tótdevecser;Mártonhalasi utca 97.;9KDuAQ2WpMue
attila23;Szabó Mária Veronika;F;npapp@gmail.com;2018-01-06;Hungary;Sopron;Petőfi sándor utca 57.;TJ7EJEmOi9JE
juliannaszilagyi;Dr. Horváthné Kovács Tünde;F;tithagnes@yahoo.com;1968-09-29;Hungary;Székberény;Devecseri út 78.;4vVP76ruEEdq
vbalazs;Baloghné Lukács Ágnes Julianna;F;horvathlaszli@yahoo.com;1998-05-17;Hungary;Tiszatamásivár;Tapolcavári út 160.;4yKDXZ2mkjSY
jolan91;Balogh Lajos Krisztián;M;gabor20@hotmail.com;2005-04-21;Hungary;Szeged;Györgyvárai utca 18.;KOEXnYbXax0x
melinda03;Nagy J. István;M;mezeiagnes@hotmail.com;2014-06-24;Hungary;Mosonmagyaróvár;Petőfi utca 216.;7MCoZdvYfa45
imre02;Nemes Bálint András;M;zoltanfarkas@hotmail.com;1931-11-07;Hungary;Hídhalas;Drávahídi utca 205.;1Zi6XcJ9cU6u
nagynira;Dr. Tóth Horváth József;M;ehorvath@yahoo.com;1968-10-20;Hungary;Egyházastótberény;Szolnoki utca 179.;lHTZ8ZEbTh4O
erzsebetlakatos;Balázsné Dr. Máté Eszter;F;imreszabi@gmail.com;1958-12-12;Hungary;Pusztamellékvég;Békéscsabai utca 221.;XpITFGXh0oJ9
omeszaros;Dr. Nagy Istvánné;F;iren38@hotmail.com;1953-12-10;Hungary;Fürdőnémeti;Bajai utca 220.;ytubN9Om8H2S
siposgabriella;Lukács Csaba Ferenc;M;nemethadrian@hotmail.com;1917-05-06;Hungary;Törökkeresztnádasd;Ady endre utca 165.;agTkaZ5kR7LI
ilonabalogh;Szabóné Juhász Lili Anett;F;olakatos@yahoo.com;1982-09-05;Hungary;Szeged;Balatoni utca 138.;z9wKI2yawnCi
klaramolnar;Gál Molnár Zsolt;M;jizsef47@yahoo.com;1968-11-08;Hungary;Kaposvár;Béke utca 108.;0AljCKwYfpKr
imreszabi;Dr. Nagyné Gáspár Rozália;F;hszilagyi@gmail.com;2007-02-15;Hungary;Nagyhídkövesd;Hátvárosi utca 143.;oGNmS0TuVnmo
ggulyas;Tóth Gábor Dávid;M;magdolna76@yahoo.com;1914-05-16;Hungary;Baja;Tapolcahalasi út 7.;2jQ3UZxfSlz6
daniel37;Sándor Balázs;M;lillafodor@hotmail.com;1977-04-04;Hungary;Mezőhetvenfa;Székesfehérvári utca 205.;K4aWxxQ48DQe
balint01;D. Gál Ágnes;F;kovacsantal@hotmail.com;2019-07-31;Hungary;Fürdőháza;Hídberényi utca 212.;67yNzs3ty7Jc
petersarkozi;Feketené Szabó Mónika Alexandra;F;kovacsetelka@yahoo.com;1912-11-05;Hungary;Nyírfürdőfalva;Kunligeti utca 156.;Rwm2TIAdZ2bH
kovacssandor;Dr. T. Pataki Hanna;F;ferenc96@hotmail.com;2003-11-04;Hungary;Keresztapáti;Mártonvégi út 153.;LX61OzTugPk8
adriennkovacs;Dr. Kovács Kovács Éva;F;ekiraly@hotmail.com;1979-12-04;Hungary;Hetvenkövesd;Kaposvári utca 25.;vC4hrsznDvTo
viktorkovacs;T. Deák József;M;xbudai@hotmail.com;2005-09-02;Hungary;Kistapolcavárad;Pilisi tér 177.;P08kJRxwIJ0Z
gabriella27;Kovácsné Lukács Mária Jolán;F;ferenchegedus@gmail.com;1921-08-30;Hungary;Ligetvár;Újfürdői utca 20.;v9Jp7cdi5qLw
klaudiamolnar;Varga E. Zita;F;gyozo11@gmail.com;1919-05-25;Hungary;Magyarmindszentnémeti;Győri utca 41.;sQ4bPbOrch6U
birilili;Varga Lakatos Péter;M;qvarga@yahoo.com;1970-04-18;Hungary;Pusztamártonbánya;Dunamártoni utca 98.;EJ0U4AUwhDYq
erzsebet74;Dr. Z. Molnár Gábor;M;sandor42@hotmail.com;1936-08-16;Hungary;Újligetbánya;Petőfi sándor utca 161.;mY0OnuMUBpj4
zkelemen;Dr. B. Biró Nikolett;F;jakabjizsef@yahoo.com;1982-07-29;Hungary;Bakonymindszentapáti;Szenthetveni utca 181.;q2lmSxzuvkQu
thorvath;É. Nagy Mónika;F;peter76@hotmail.com;1913-01-24;Hungary;Dunakeszi;Újligeti utca 201.;cIPMRDbSB1Kl
wtamas;Kiss B. Antal;M;anagy@hotmail.com;1946-05-09;Hungary;Györgyfalu;József attila utca 194.;roYkao4keq8Z
obarta;Dr. Oláhné Hajdu Viktória Andrea;F;akiss@hotmail.com;1964-06-06;Hungary;Békéskeresztvár;Tamásiharasztii utca 81.;4DTCCk1A4s3s
szabolcsfarkas;Dr. Nagy Soós Margit;F;magyarjizsef@hotmail.com;2006-03-06;Hungary;Szeged;Tótházai utca 32.;U0bXktHU28Tk
tithlajos;Szabó Magdolna Erzsébet;F;danielhorvath@gmail.com;2002-06-19;Hungary;Alsószékdevecser;Szabadság utca 25.;7NEhoPpJClcZ
vargaedit;Horváthné Dr. Kiss Mária;F;kborbely@yahoo.com;2000-10-14;Hungary;Kisfürdőhalas;Ligetkőrösi utca 96.;xFT7ds3s0zxv
erzsebetbognar;Dr. Kozma Beáta Rita;F;agnes76@hotmail.com;1925-05-16;Hungary;Ráctótnémeti;Hátharasztii utca 157.;gQiupXh06YAR
iren58;Dr. Oláh Orsós Fanni;F;mnemeth@hotmail.com;2013-09-10;Hungary;Bakonyhátvára;Borsodháti utca 135.;4xSGtRjLgOG5
halaszdorina;Dr. Nagy Z. Zsolt;M;kingaszabi@gmail.com;1976-12-04;Hungary;Székesfehérvár;Németmindszenti út 173.;9A8AbxVSoXPi
anita36;Dudásné Dr. Kovács Mária;F;tunde96@gmail.com;2009-08-07;Hungary;Nagykanizsa;Szabadság utca 157.;2sn2RJyN3GNG
matyaskovacs;Molnár Lászlóné;F;rtamas@gmail.com;1946-12-04;Hungary;Belsőhida;Némethetveni utca 155.;cmam54Qj5Bvm
juditvarga;Nagyné Kiss Julianna Erzsébet;F;eva50@hotmail.com;1991-11-10;Hungary;Pécs;Hidai tér 215.;h3XHRi2Qzuri
galagnes;Dr. G. Bálint Tamás;M;gasparjudit@hotmail.com;1949-06-06;Hungary;Rácfürdőhalas;József attila utca 52.;Af4KKwWF6ecP
ilona91;Takács Ádám Miklós;M;janosszabi@gmail.com;2012-04-29;Hungary;Oroszszékkőrös;Kossuth utca 27.;I2Pun9Ri7xRZ
aniki63;Dr. Balázs Ádámné Kiss Éva;F;gabriellatith@gmail.com;1928-09-29;Hungary;Debrecen;Egyházasfürdői utca 78.;43ikH8dGZZeT
gergokovacs;Dr. Tóth Zsolt;M;balintistvan@gmail.com;1911-09-06;Hungary;Kaposvár;Petőfi sándor utca 165.;oKr7EYey2yMs
farkasattila;Váradiné Dr. Szabó Katalin;F;barnabaskovacs@yahoo.com;1970-09-24;Hungary;Kunszékvárad;Tatabányai utca 70.;XEckssxi7Qyz
janos79;Jónás Németh Andrea;F;editnemeth@hotmail.com;1925-11-18;Hungary;Kunfürdőhalas;Felsőmártoni tér 45.;RK9e7U8bDN3O
novakveronika;Kovács Marcell Gábor;M;ibolyatith@gmail.com;1994-03-18;Hungary;Budapest;Pusztatóti út 185.;XwTexFfUi9qb
akos68;Dr. Kiss József;M;ferenckovacs@gmail.com;1947-09-25;Hungary;Egyházasligetváros;Ligetfalvai utca 241.;2uCsA0paQNdR
horvathmate;Balogh Tóth Marianna;F;jizsefmajor@yahoo.com;1997-01-06;Hungary;Kecskemét;Pilistapolcai utca 192.;Z8O3G6zAANZS
minika49;Fodorné Dr. Barna Andrea;F;erikabarna@hotmail.com;2014-12-27;Hungary;Salgótarján;Kossuth utca 109.;apKi8nEl4Oot
andraslakatos;É. Tóth Márta;F;rtakacs@hotmail.com;2002-04-04;Hungary;Fürdőharaszti;Béke tér 79.;5dRgcEnZQy9P
